source_genesymbol	target_genesymbol	sign
UBC_UBE2A	RNF135	1
UBB_UBE2C	RNF135	1
UBC_UBE2D1	RNF135	1
UBB_UBE2Q1	RNF135	1
RPS27A_UBE2G1	RNF135	1
RPS27A_UBE2D2	RNF135	1
UBC_UBE2B	RNF135	1
UBB_UBE2E2	RNF135	1
UBA52_UBE2Z	RNF135	1
RPS27A_UBE2L3	RNF135	1
UBA52_UBE2B	RNF135	1
UBB_UBE2L6	RNF135	1
UBC_UBE2H	RNF135	1
UBB_UBE2J2	RNF135	1
RPS27A_UBE2L6	RNF135	1
UBB_UBE2D4	RNF135	1
RPS27A_UBE2K	RNF135	1
UBB_UBE2D3	RNF135	1
RPS27A_UBE2N	RNF135	1
UBA52_UBE2E1	RNF135	1
RPS27A_UBE2V1	RNF135	1
UBC_UBE2Z	RNF135	1
RPS27A_UBE2H	RNF135	1
RPS27A_UBE2L5	RNF135	1
UBA52_UBE2N	RNF135	1
RPS27A_UBE2D3	RNF135	1
RPS27A_UBE2R2	RNF135	1
UBC_UBE2E2	RNF135	1
UBA52_UBE2W	RNF135	1
UBC_UBE2L3	RNF135	1
UBB_UBE2D2	RNF135	1
UBB_UBE2M	RNF135	1
RPS27A_UBE2V2	RNF135	1
RPS27A_UBE2NL	RNF135	1
BIRC6_UBB	RNF135	1
UBC_UBE2L6	RNF135	1
RPS27A_UBE2G2	RNF135	1
UBA52_UBE2Q1	RNF135	1
UBC_UBE2M	RNF135	1
RPS27A_UBE2J1	RNF135	1
UBC_UBE2E1	RNF135	1
UBA52_UBE2E2	RNF135	1
UBC_UBE2Q2	RNF135	1
RPS27A_UBE2D1	RNF135	1
UBA52_UBE2G2	RNF135	1
UBC_UBE2K	RNF135	1
UBA52_UBE2NL	RNF135	1
RPS27A_UBE2E1	RNF135	1
UBB_UBE2J1	RNF135	1
UBA52_UBE2E3	RNF135	1
UBB_UBE2K	RNF135	1
UBC_UBE2V2	RNF135	1
UBB_UBE2W	RNF135	1
UBC_UBE2L5	RNF135	1
UBA52_UBE2R2	RNF135	1
UBA52_UBE2K	RNF135	1
UBB_UBE2N	RNF135	1
UBB_UBE2V2	RNF135	1
UBA52_UBE2Q2	RNF135	1
UBA52_UBE2C	RNF135	1
RPS27A_UBE2A	RNF135	1
UBC_UBE2G1	RNF135	1
UBB_UBE2Z	RNF135	1
UBC_UBE2J2	RNF135	1
RPS27A_UBE2E3	RNF135	1
UBC_UBE2R2	RNF135	1
RPS27A_UBE2Z	RNF135	1
UBC_UBE2T	RNF135	1
UBB_UBE2E1	RNF135	1
UBA52_UBE2M	RNF135	1
UBB_UBE2D1	RNF135	1
UBC_UBE2D2	RNF135	1
UBB_UBE2L3	RNF135	1
RPS27A_UBE2J2	RNF135	1
UBC_UBE2N	RNF135	1
UBA52_UBE2D4	RNF135	1
UBC_UBE2G2	RNF135	1
RPS27A_UBE2W	RNF135	1
BIRC6_UBC	RNF135	1
RPS27A_UBE2E2	RNF135	1
UBB_UBE2A	RNF135	1
UBC_UBE2C	RNF135	1
UBB_UBE2E3	RNF135	1
UBB_UBE2NL	RNF135	1
RPS27A_UBE2S	RNF135	1
UBB_UBE2R2	RNF135	1
UBC_UBE2Q1	RNF135	1
UBA52_UBE2A	RNF135	1
RPS27A_UBE2B	RNF135	1
UBB_UBE2G1	RNF135	1
UBB_UBE2Q2	RNF135	1
RPS27A_UBE2Q2	RNF135	1
UBB_UBE2T	RNF135	1
UBC_UBE2D3	RNF135	1
BIRC6_UBA52	RNF135	1
UBA52_UBE2H	RNF135	1
UBA52_UBE2D1	RNF135	1
UBA52_UBE2I	RNF135	1
UBA52_UBE2U	RNF135	1
UBB_UBE2V1	RNF135	1
RPS27A_UBE2C	RNF135	1
UBA52_UBE2V2	RNF135	1
UBA52_UBE2L3	RNF135	1
RPS27A_UBE2D4	RNF135	1
UBA52_UBE2D3	RNF135	1
UBA52_UBE2J2	RNF135	1
RPS27A_UBE2T	RNF135	1
UBB_UBE2S	RNF135	1
UBC_UBE2U	RNF135	1
UBC_UBE2S	RNF135	1
UBB_UBE2I	RNF135	1
UBA52_UBE2L6	RNF135	1
UBC_UBE2I	RNF135	1
UBA52_UBE2D2	RNF135	1
UBC_UBE2E3	RNF135	1
RPS27A_UBE2Q1	RNF135	1
RPS27A_UBE2M	RNF135	1
UBC_UBE2D4	RNF135	1
UBB_UBE2B	RNF135	1
UBB_UBE2L5	RNF135	1
BIRC6_RPS27A	RNF135	1
UBC_UBE2NL	RNF135	1
RPS27A_UBE2U	RNF135	1
NTN1	DCC	1
NTN1	ACTB	1
ZIC3	GLI3	1
CDH24	CTNNB1	1
FFAR4	GNAL	1
CDK1	KIFC1	1
TRH	TRHR	1
F2	F2RL3	1
SF1	EWSR1	-1
UBE2D3	ZSWIM2	1
CIB2	ITGA2B_ITGB3	1
TXNIP	DDIT4	1
MAPK3	BAG3	-1
TP53BP2	PPP1R14A	-1
UBB_UBE2G2	SYVN1	1
UBA52_UBE2G1	SYVN1	1
UBA52_UBE2V1	SYVN1	1
UBA52_UBE2S	SYVN1	1
UBB_UBE2H	SYVN1	1
UBC_UBE2V1	SYVN1	1
UBC_UBE2W	SYVN1	1
UBB_UBE2U	SYVN1	1
UBA52_UBE2T	SYVN1	1
RPS27A_UBE2I	SYVN1	1
UBA52_UBE2J1	SYVN1	1
UBA52_UBE2L5	SYVN1	1
UBC_UBE2J1	SYVN1	1
UBC_UBE2A	SYVN1	1
UBB_UBE2C	SYVN1	1
UBC_UBE2D1	SYVN1	1
UBB_UBE2Q1	SYVN1	1
RPS27A_UBE2G1	SYVN1	1
RPS27A_UBE2D2	SYVN1	1
UBC_UBE2B	SYVN1	1
UBB_UBE2E2	SYVN1	1
UBA52_UBE2Z	SYVN1	1
RPS27A_UBE2L3	SYVN1	1
UBA52_UBE2B	SYVN1	1
UBB_UBE2L6	SYVN1	1
UBC_UBE2H	SYVN1	1
UBB_UBE2J2	SYVN1	1
RPS27A_UBE2L6	SYVN1	1
UBB_UBE2D4	SYVN1	1
RPS27A_UBE2K	SYVN1	1
UBB_UBE2D3	SYVN1	1
RPS27A_UBE2N	SYVN1	1
UBA52_UBE2E1	SYVN1	1
RPS27A_UBE2V1	SYVN1	1
UBC_UBE2Z	SYVN1	1
RPS27A_UBE2H	SYVN1	1
RPS27A_UBE2L5	SYVN1	1
UBA52_UBE2N	SYVN1	1
RPS27A_UBE2D3	SYVN1	1
RPS27A_UBE2R2	SYVN1	1
UBC_UBE2E2	SYVN1	1
UBA52_UBE2W	SYVN1	1
UBC_UBE2L3	SYVN1	1
UBB_UBE2D2	SYVN1	1
UBB_UBE2M	SYVN1	1
RPS27A_UBE2V2	SYVN1	1
RPS27A_UBE2NL	SYVN1	1
BIRC6_UBB	SYVN1	1
UBC_UBE2L6	SYVN1	1
RPS27A_UBE2G2	SYVN1	1
UBA52_UBE2Q1	SYVN1	1
UBC_UBE2M	SYVN1	1
RPS27A_UBE2J1	SYVN1	1
UBC_UBE2E1	SYVN1	1
UBA52_UBE2E2	SYVN1	1
UBC_UBE2Q2	SYVN1	1
RPS27A_UBE2D1	SYVN1	1
UBA52_UBE2G2	SYVN1	1
UBC_UBE2K	SYVN1	1
UBA52_UBE2NL	SYVN1	1
RPS27A_UBE2E1	SYVN1	1
UBB_UBE2J1	SYVN1	1
UBA52_UBE2E3	SYVN1	1
UBB_UBE2K	SYVN1	1
UBC_UBE2V2	SYVN1	1
UBB_UBE2W	SYVN1	1
UBC_UBE2L5	SYVN1	1
UBA52_UBE2R2	SYVN1	1
UBA52_UBE2K	SYVN1	1
UBB_UBE2N	SYVN1	1
UBB_UBE2V2	SYVN1	1
UBA52_UBE2Q2	SYVN1	1
UBA52_UBE2C	SYVN1	1
RPS27A_UBE2A	SYVN1	1
UBC_UBE2G1	SYVN1	1
UBB_UBE2Z	SYVN1	1
UBC_UBE2J2	SYVN1	1
RPS27A_UBE2E3	SYVN1	1
UBC_UBE2R2	SYVN1	1
RPS27A_UBE2Z	SYVN1	1
UBC_UBE2T	SYVN1	1
UBB_UBE2E1	SYVN1	1
UBA52_UBE2M	SYVN1	1
UBB_UBE2D1	SYVN1	1
UBC_UBE2D2	SYVN1	1
UBB_UBE2L3	SYVN1	1
RPS27A_UBE2J2	SYVN1	1
UBC_UBE2N	SYVN1	1
UBA52_UBE2D4	SYVN1	1
UBC_UBE2G2	SYVN1	1
RPS27A_UBE2W	SYVN1	1
BIRC6_UBC	SYVN1	1
RPS27A_UBE2E2	SYVN1	1
UBB_UBE2A	SYVN1	1
UBC_UBE2C	SYVN1	1
UBB_UBE2E3	SYVN1	1
UBB_UBE2NL	SYVN1	1
RPS27A_UBE2S	SYVN1	1
UBB_UBE2R2	SYVN1	1
UBC_UBE2Q1	SYVN1	1
UBA52_UBE2A	SYVN1	1
RPS27A_UBE2B	SYVN1	1
UBB_UBE2G1	SYVN1	1
UBB_UBE2Q2	SYVN1	1
RPS27A_UBE2Q2	SYVN1	1
UBB_UBE2T	SYVN1	1
UBC_UBE2D3	SYVN1	1
BIRC6_UBA52	SYVN1	1
UBA52_UBE2H	SYVN1	1
UBA52_UBE2D1	SYVN1	1
UBA52_UBE2I	SYVN1	1
UBA52_UBE2U	SYVN1	1
UBB_UBE2V1	SYVN1	1
RPS27A_UBE2C	SYVN1	1
UBA52_UBE2V2	SYVN1	1
UBA52_UBE2L3	SYVN1	1
RPS27A_UBE2D4	SYVN1	1
UBA52_UBE2D3	SYVN1	1
UBA52_UBE2J2	SYVN1	1
RPS27A_UBE2T	SYVN1	1
UBB_UBE2S	SYVN1	1
UBC_UBE2U	SYVN1	1
UBC_UBE2S	SYVN1	1
UBB_UBE2I	SYVN1	1
UBA52_UBE2L6	SYVN1	1
UBC_UBE2I	SYVN1	1
UBA52_UBE2D2	SYVN1	1
UBC_UBE2E3	SYVN1	1
RPS27A_UBE2Q1	SYVN1	1
RPS27A_UBE2M	SYVN1	1
UBC_UBE2D4	SYVN1	1
UBB_UBE2B	SYVN1	1
UBB_UBE2L5	SYVN1	1
BIRC6_RPS27A	SYVN1	1
UBC_UBE2NL	SYVN1	1
RPS27A_UBE2U	SYVN1	1
PAK1	ESR1	1
CTNNB1	PPARG	-1
LPAR2	GNAL	1
GBE1	CHEBI:58885_GYG1	-1
GBE1	CHEBI:58885_GYG2	-1
FNTB	MRAS	1
RNF4	NFYC	1
SDC4	DVL3	1
DUSP22	LCK	-1
UBB_UBE2G2	TRIM73	1
UBA52_UBE2G1	TRIM73	1
UBA52_UBE2V1	TRIM73	1
UBA52_UBE2S	TRIM73	1
UBB_UBE2H	TRIM73	1
UBC_UBE2V1	TRIM73	1
UBC_UBE2W	TRIM73	1
UBB_UBE2U	TRIM73	1
UBA52_UBE2T	TRIM73	1
RPS27A_UBE2I	TRIM73	1
UBA52_UBE2J1	TRIM73	1
UBA52_UBE2L5	TRIM73	1
UBC_UBE2J1	TRIM73	1
UBC_UBE2A	TRIM73	1
UBB_UBE2C	TRIM73	1
UBC_UBE2D1	TRIM73	1
UBB_UBE2Q1	TRIM73	1
RPS27A_UBE2G1	TRIM73	1
RPS27A_UBE2D2	TRIM73	1
UBC_UBE2B	TRIM73	1
UBB_UBE2E2	TRIM73	1
UBA52_UBE2Z	TRIM73	1
RPS27A_UBE2L3	TRIM73	1
UBA52_UBE2B	TRIM73	1
UBB_UBE2L6	TRIM73	1
UBC_UBE2H	TRIM73	1
UBB_UBE2J2	TRIM73	1
RPS27A_UBE2L6	TRIM73	1
UBB_UBE2D4	TRIM73	1
RPS27A_UBE2K	TRIM73	1
UBB_UBE2D3	TRIM73	1
RPS27A_UBE2N	TRIM73	1
UBA52_UBE2E1	TRIM73	1
RPS27A_UBE2V1	TRIM73	1
UBC_UBE2Z	TRIM73	1
RPS27A_UBE2H	TRIM73	1
RPS27A_UBE2L5	TRIM73	1
UBA52_UBE2N	TRIM73	1
RPS27A_UBE2D3	TRIM73	1
RPS27A_UBE2R2	TRIM73	1
UBC_UBE2E2	TRIM73	1
UBA52_UBE2W	TRIM73	1
UBC_UBE2L3	TRIM73	1
UBB_UBE2D2	TRIM73	1
UBB_UBE2M	TRIM73	1
RPS27A_UBE2V2	TRIM73	1
RPS27A_UBE2NL	TRIM73	1
BIRC6_UBB	TRIM73	1
UBC_UBE2L6	TRIM73	1
RPS27A_UBE2G2	TRIM73	1
UBA52_UBE2Q1	TRIM73	1
UBC_UBE2M	TRIM73	1
RPS27A_UBE2J1	TRIM73	1
UBC_UBE2E1	TRIM73	1
UBA52_UBE2E2	TRIM73	1
UBC_UBE2Q2	TRIM73	1
RPS27A_UBE2D1	TRIM73	1
UBA52_UBE2G2	TRIM73	1
UBC_UBE2K	TRIM73	1
UBA52_UBE2NL	TRIM73	1
RPS27A_UBE2E1	TRIM73	1
UBB_UBE2J1	TRIM73	1
UBA52_UBE2E3	TRIM73	1
UBB_UBE2K	TRIM73	1
UBC_UBE2V2	TRIM73	1
UBB_UBE2W	TRIM73	1
UBC_UBE2L5	TRIM73	1
UBA52_UBE2R2	TRIM73	1
UBA52_UBE2K	TRIM73	1
UBB_UBE2N	TRIM73	1
UBB_UBE2V2	TRIM73	1
UBA52_UBE2Q2	TRIM73	1
UBA52_UBE2C	TRIM73	1
RPS27A_UBE2A	TRIM73	1
UBC_UBE2G1	TRIM73	1
UBB_UBE2Z	TRIM73	1
UBC_UBE2J2	TRIM73	1
RPS27A_UBE2E3	TRIM73	1
UBC_UBE2R2	TRIM73	1
RPS27A_UBE2Z	TRIM73	1
UBC_UBE2T	TRIM73	1
UBB_UBE2E1	TRIM73	1
UBA52_UBE2M	TRIM73	1
UBB_UBE2D1	TRIM73	1
UBC_UBE2D2	TRIM73	1
UBB_UBE2L3	TRIM73	1
RPS27A_UBE2J2	TRIM73	1
UBC_UBE2N	TRIM73	1
UBA52_UBE2D4	TRIM73	1
UBC_UBE2G2	TRIM73	1
RPS27A_UBE2W	TRIM73	1
BIRC6_UBC	TRIM73	1
RPS27A_UBE2E2	TRIM73	1
UBB_UBE2A	TRIM73	1
UBC_UBE2C	TRIM73	1
UBB_UBE2E3	TRIM73	1
UBB_UBE2NL	TRIM73	1
RPS27A_UBE2S	TRIM73	1
UBB_UBE2R2	TRIM73	1
UBC_UBE2Q1	TRIM73	1
UBA52_UBE2A	TRIM73	1
RPS27A_UBE2B	TRIM73	1
UBB_UBE2G1	TRIM73	1
UBB_UBE2Q2	TRIM73	1
RPS27A_UBE2Q2	TRIM73	1
UBB_UBE2T	TRIM73	1
UBC_UBE2D3	TRIM73	1
BIRC6_UBA52	TRIM73	1
UBA52_UBE2H	TRIM73	1
UBA52_UBE2D1	TRIM73	1
UBA52_UBE2I	TRIM73	1
UBA52_UBE2U	TRIM73	1
UBB_UBE2V1	TRIM73	1
RPS27A_UBE2C	TRIM73	1
UBA52_UBE2V2	TRIM73	1
UBA52_UBE2L3	TRIM73	1
RPS27A_UBE2D4	TRIM73	1
UBA52_UBE2D3	TRIM73	1
UBA52_UBE2J2	TRIM73	1
RPS27A_UBE2T	TRIM73	1
UBB_UBE2S	TRIM73	1
UBC_UBE2U	TRIM73	1
UBC_UBE2S	TRIM73	1
UBB_UBE2I	TRIM73	1
UBA52_UBE2L6	TRIM73	1
UBC_UBE2I	TRIM73	1
UBA52_UBE2D2	TRIM73	1
UBC_UBE2E3	TRIM73	1
RPS27A_UBE2Q1	TRIM73	1
RPS27A_UBE2M	TRIM73	1
UBC_UBE2D4	TRIM73	1
UBB_UBE2B	TRIM73	1
UBB_UBE2L5	TRIM73	1
BIRC6_RPS27A	TRIM73	1
UBC_UBE2NL	TRIM73	1
RPS27A_UBE2U	TRIM73	1
MAPK1	CDKN1A	1
MMP9	HAPLN1	-1
AREL1	SEPTIN4	-1
PVR	TIGIT	1
CSNK2A1	SSB	1
GALP	GALR2	1
CUL1_RBX1_SKP1	CCND2	-1
ERBB3	PIK3CG	1
IFTAP	BTF3	-1
ITGB4	PIK3CG	1
ITGB1BP1	ITGAX_ITGB2	-1
CUL5_ELOB_ELOC_RNF7	FLNB	-1
PRKCD	DAP3	1
BCOR	BCL6	1
MAJIN_TERB1_TERB2	ACD_POT1_TERF1_TERF2_TERF2IP_TINF2	1
TANK	DUSP14	1
KIF13A	CHEBI:17283_EEA1_RAB10_RAB14_RAB21_RAB22A_RAB4A_RAB5A_RBSN	1
CHEK2	SOD1	1
MAPK3	MAGEA11	1
P2RY1	GNA15	1
RASGEF1A	KRAS	1
FBXO22	BACH1	-1
TAOK2	STK4	1
WWTR1	NKX2-1	1
NF2	LATS2	1
PPP1CC	CASP2	1
CUL1	CDKN1B	1
PRKG1	LASP1	-1
CSNK2A1	ERCC3	-1
AKT1	IRAK1	-1
FGD3	CDC42	1
SIRT1	BMAL1_CLOCK	-1
CCNE2_CDK2	ID2	-1
KAT6B	RUNX2	1
ZMYM2	NANOG	-1
PTGER4	GNAI1	1
ASH2L_SETD1A_WDR5	H3-3B	-1
MAPK3	SCNN1B	-1
PTGER3	GNA12	1
CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2	GABRA4_GABRB1_GABRG2	1
LCK	LAT	1
PRKCI	LLGL2	1
ANK2	DCTN4	1
KRAS	PIK3CA	1
CSNK2A1	SLITRK1	1
PRKCA	CFLAR	1
CCNE2_CDK2	CDC25C	1
UBB_UBE2G2	UBOX5	1
UBA52_UBE2G1	UBOX5	1
UBA52_UBE2V1	UBOX5	1
UBA52_UBE2S	UBOX5	1
UBB_UBE2H	UBOX5	1
UBC_UBE2V1	UBOX5	1
UBC_UBE2W	UBOX5	1
UBB_UBE2U	UBOX5	1
UBA52_UBE2T	UBOX5	1
RPS27A_UBE2I	UBOX5	1
UBA52_UBE2J1	UBOX5	1
UBA52_UBE2L5	UBOX5	1
UBC_UBE2J1	UBOX5	1
UBC_UBE2A	UBOX5	1
UBB_UBE2C	UBOX5	1
UBC_UBE2D1	UBOX5	1
UBB_UBE2Q1	UBOX5	1
RPS27A_UBE2G1	UBOX5	1
RPS27A_UBE2D2	UBOX5	1
UBC_UBE2B	UBOX5	1
UBB_UBE2E2	UBOX5	1
UBA52_UBE2Z	UBOX5	1
RPS27A_UBE2L3	UBOX5	1
UBA52_UBE2B	UBOX5	1
UBB_UBE2L6	UBOX5	1
UBC_UBE2H	UBOX5	1
UBB_UBE2J2	UBOX5	1
RPS27A_UBE2L6	UBOX5	1
UBB_UBE2D4	UBOX5	1
RPS27A_UBE2K	UBOX5	1
UBB_UBE2D3	UBOX5	1
RPS27A_UBE2N	UBOX5	1
UBA52_UBE2E1	UBOX5	1
RPS27A_UBE2V1	UBOX5	1
UBC_UBE2Z	UBOX5	1
RPS27A_UBE2H	UBOX5	1
RPS27A_UBE2L5	UBOX5	1
UBA52_UBE2N	UBOX5	1
RPS27A_UBE2D3	UBOX5	1
RPS27A_UBE2R2	UBOX5	1
UBC_UBE2E2	UBOX5	1
UBA52_UBE2W	UBOX5	1
UBC_UBE2L3	UBOX5	1
UBB_UBE2D2	UBOX5	1
UBB_UBE2M	UBOX5	1
RPS27A_UBE2V2	UBOX5	1
RPS27A_UBE2NL	UBOX5	1
BIRC6_UBB	UBOX5	1
UBC_UBE2L6	UBOX5	1
RPS27A_UBE2G2	UBOX5	1
UBA52_UBE2Q1	UBOX5	1
UBC_UBE2M	UBOX5	1
RPS27A_UBE2J1	UBOX5	1
UBC_UBE2E1	UBOX5	1
UBA52_UBE2E2	UBOX5	1
UBC_UBE2Q2	UBOX5	1
RPS27A_UBE2D1	UBOX5	1
UBA52_UBE2G2	UBOX5	1
UBC_UBE2K	UBOX5	1
UBA52_UBE2NL	UBOX5	1
RPS27A_UBE2E1	UBOX5	1
UBB_UBE2J1	UBOX5	1
UBA52_UBE2E3	UBOX5	1
UBB_UBE2K	UBOX5	1
UBC_UBE2V2	UBOX5	1
UBB_UBE2W	UBOX5	1
UBC_UBE2L5	UBOX5	1
UBA52_UBE2R2	UBOX5	1
UBA52_UBE2K	UBOX5	1
UBB_UBE2N	UBOX5	1
UBB_UBE2V2	UBOX5	1
UBA52_UBE2Q2	UBOX5	1
UBA52_UBE2C	UBOX5	1
RPS27A_UBE2A	UBOX5	1
UBC_UBE2G1	UBOX5	1
UBB_UBE2Z	UBOX5	1
UBC_UBE2J2	UBOX5	1
RPS27A_UBE2E3	UBOX5	1
UBC_UBE2R2	UBOX5	1
RPS27A_UBE2Z	UBOX5	1
UBC_UBE2T	UBOX5	1
UBB_UBE2E1	UBOX5	1
UBA52_UBE2M	UBOX5	1
UBB_UBE2D1	UBOX5	1
UBC_UBE2D2	UBOX5	1
UBB_UBE2L3	UBOX5	1
RPS27A_UBE2J2	UBOX5	1
UBC_UBE2N	UBOX5	1
UBA52_UBE2D4	UBOX5	1
UBC_UBE2G2	UBOX5	1
RPS27A_UBE2W	UBOX5	1
BIRC6_UBC	UBOX5	1
RPS27A_UBE2E2	UBOX5	1
UBB_UBE2A	UBOX5	1
UBC_UBE2C	UBOX5	1
UBB_UBE2E3	UBOX5	1
UBB_UBE2NL	UBOX5	1
RPS27A_UBE2S	UBOX5	1
UBB_UBE2R2	UBOX5	1
UBC_UBE2Q1	UBOX5	1
UBA52_UBE2A	UBOX5	1
RPS27A_UBE2B	UBOX5	1
UBB_UBE2G1	UBOX5	1
UBB_UBE2Q2	UBOX5	1
RPS27A_UBE2Q2	UBOX5	1
UBB_UBE2T	UBOX5	1
UBC_UBE2D3	UBOX5	1
BIRC6_UBA52	UBOX5	1
UBA52_UBE2H	UBOX5	1
UBA52_UBE2D1	UBOX5	1
UBA52_UBE2I	UBOX5	1
UBA52_UBE2U	UBOX5	1
UBB_UBE2V1	UBOX5	1
RPS27A_UBE2C	UBOX5	1
UBA52_UBE2V2	UBOX5	1
UBA52_UBE2L3	UBOX5	1
RPS27A_UBE2D4	UBOX5	1
UBA52_UBE2D3	UBOX5	1
UBA52_UBE2J2	UBOX5	1
RPS27A_UBE2T	UBOX5	1
UBB_UBE2S	UBOX5	1
UBC_UBE2U	UBOX5	1
UBC_UBE2S	UBOX5	1
UBB_UBE2I	UBOX5	1
UBA52_UBE2L6	UBOX5	1
UBC_UBE2I	UBOX5	1
UBA52_UBE2D2	UBOX5	1
UBC_UBE2E3	UBOX5	1
RPS27A_UBE2Q1	UBOX5	1
RPS27A_UBE2M	UBOX5	1
UBC_UBE2D4	UBOX5	1
UBB_UBE2B	UBOX5	1
UBB_UBE2L5	UBOX5	1
BIRC6_RPS27A	UBOX5	1
UBC_UBE2NL	UBOX5	1
RPS27A_UBE2U	UBOX5	1
UBA6_UBB	UBE2V2	1
RPS27A_UBA6	UBE2V2	1
UBA6_UBC	UBE2V2	1
UBA52_UBA6	UBE2V2	1
CLASP1	MAPRE1	1
SRC	SPTAN1	1
UBB_UBE2G2	TRIM27	1
UBA52_UBE2G1	TRIM27	1
UBA52_UBE2V1	TRIM27	1
UBA52_UBE2S	TRIM27	1
UBB_UBE2H	TRIM27	1
UBC_UBE2V1	TRIM27	1
UBC_UBE2W	TRIM27	1
UBB_UBE2U	TRIM27	1
UBA52_UBE2T	TRIM27	1
RPS27A_UBE2I	TRIM27	1
UBA52_UBE2J1	TRIM27	1
UBA52_UBE2L5	TRIM27	1
UBC_UBE2J1	TRIM27	1
UBC_UBE2A	TRIM27	1
UBB_UBE2C	TRIM27	1
UBC_UBE2D1	TRIM27	1
UBB_UBE2Q1	TRIM27	1
RPS27A_UBE2G1	TRIM27	1
RPS27A_UBE2D2	TRIM27	1
UBC_UBE2B	TRIM27	1
UBB_UBE2E2	TRIM27	1
UBA52_UBE2Z	TRIM27	1
RPS27A_UBE2L3	TRIM27	1
UBA52_UBE2B	TRIM27	1
UBB_UBE2L6	TRIM27	1
UBC_UBE2H	TRIM27	1
UBB_UBE2J2	TRIM27	1
RPS27A_UBE2L6	TRIM27	1
UBB_UBE2D4	TRIM27	1
RPS27A_UBE2K	TRIM27	1
UBB_UBE2D3	TRIM27	1
RPS27A_UBE2N	TRIM27	1
UBA52_UBE2E1	TRIM27	1
RPS27A_UBE2V1	TRIM27	1
UBC_UBE2Z	TRIM27	1
RPS27A_UBE2H	TRIM27	1
RPS27A_UBE2L5	TRIM27	1
UBA52_UBE2N	TRIM27	1
RPS27A_UBE2D3	TRIM27	1
RPS27A_UBE2R2	TRIM27	1
UBC_UBE2E2	TRIM27	1
UBA52_UBE2W	TRIM27	1
UBC_UBE2L3	TRIM27	1
UBB_UBE2D2	TRIM27	1
UBB_UBE2M	TRIM27	1
RPS27A_UBE2V2	TRIM27	1
RPS27A_UBE2NL	TRIM27	1
BIRC6_UBB	TRIM27	1
UBC_UBE2L6	TRIM27	1
RPS27A_UBE2G2	TRIM27	1
UBA52_UBE2Q1	TRIM27	1
UBC_UBE2M	TRIM27	1
RPS27A_UBE2J1	TRIM27	1
UBC_UBE2E1	TRIM27	1
UBA52_UBE2E2	TRIM27	1
UBC_UBE2Q2	TRIM27	1
RPS27A_UBE2D1	TRIM27	1
UBA52_UBE2G2	TRIM27	1
UBC_UBE2K	TRIM27	1
UBA52_UBE2NL	TRIM27	1
RPS27A_UBE2E1	TRIM27	1
UBB_UBE2J1	TRIM27	1
UBA52_UBE2E3	TRIM27	1
UBB_UBE2K	TRIM27	1
UBC_UBE2V2	TRIM27	1
UBB_UBE2W	TRIM27	1
UBC_UBE2L5	TRIM27	1
UBA52_UBE2R2	TRIM27	1
UBA52_UBE2K	TRIM27	1
UBB_UBE2N	TRIM27	1
UBB_UBE2V2	TRIM27	1
UBA52_UBE2Q2	TRIM27	1
UBA52_UBE2C	TRIM27	1
RPS27A_UBE2A	TRIM27	1
UBC_UBE2G1	TRIM27	1
UBB_UBE2Z	TRIM27	1
UBC_UBE2J2	TRIM27	1
RPS27A_UBE2E3	TRIM27	1
UBC_UBE2R2	TRIM27	1
RPS27A_UBE2Z	TRIM27	1
UBC_UBE2T	TRIM27	1
UBB_UBE2E1	TRIM27	1
UBA52_UBE2M	TRIM27	1
UBB_UBE2D1	TRIM27	1
UBC_UBE2D2	TRIM27	1
UBB_UBE2L3	TRIM27	1
RPS27A_UBE2J2	TRIM27	1
UBC_UBE2N	TRIM27	1
UBA52_UBE2D4	TRIM27	1
UBC_UBE2G2	TRIM27	1
RPS27A_UBE2W	TRIM27	1
BIRC6_UBC	TRIM27	1
RPS27A_UBE2E2	TRIM27	1
UBB_UBE2A	TRIM27	1
UBC_UBE2C	TRIM27	1
UBB_UBE2E3	TRIM27	1
UBB_UBE2NL	TRIM27	1
RPS27A_UBE2S	TRIM27	1
UBB_UBE2R2	TRIM27	1
UBC_UBE2Q1	TRIM27	1
UBA52_UBE2A	TRIM27	1
RPS27A_UBE2B	TRIM27	1
UBB_UBE2G1	TRIM27	1
UBB_UBE2Q2	TRIM27	1
RPS27A_UBE2Q2	TRIM27	1
UBB_UBE2T	TRIM27	1
UBC_UBE2D3	TRIM27	1
BIRC6_UBA52	TRIM27	1
UBA52_UBE2H	TRIM27	1
UBA52_UBE2D1	TRIM27	1
UBA52_UBE2I	TRIM27	1
UBA52_UBE2U	TRIM27	1
UBB_UBE2V1	TRIM27	1
RPS27A_UBE2C	TRIM27	1
UBA52_UBE2V2	TRIM27	1
UBA52_UBE2L3	TRIM27	1
RPS27A_UBE2D4	TRIM27	1
UBA52_UBE2D3	TRIM27	1
UBA52_UBE2J2	TRIM27	1
RPS27A_UBE2T	TRIM27	1
UBB_UBE2S	TRIM27	1
UBC_UBE2U	TRIM27	1
UBC_UBE2S	TRIM27	1
UBB_UBE2I	TRIM27	1
UBA52_UBE2L6	TRIM27	1
UBC_UBE2I	TRIM27	1
UBA52_UBE2D2	TRIM27	1
